"tableID","variableID","stub"
"B27013","B27013_016","No private health insurance"
"B27013","B27013_017","Worked less than full-time, year-round:"
"B27013","B27013_018","Male:"
"B27013","B27013_019","18 to 64 years:"
"B27013","B27013_020","With private health insurance"
"B27013","B27013_021","No private health insurance"
"B27013","B27013_022","65 years and over:"
"B27013","B27013_023","With private health insurance"
"B27013","B27013_024","No private health insurance"
"B27013","B27013_025","Female:"
"B27013","B27013_026","18 to 64 years:"
"B27013","B27013_027","With private health insurance"
"B27013","B27013_028","No private health insurance"
"B27013","B27013_029","65 years and over:"
"B27013","B27013_030","With private health insurance"
"B27013","B27013_031","No private health insurance"
"B27013","B27013_032","Did not work:"
"B27013","B27013_033","Male:"
"B27013","B27013_034","18 to 64 years:"
"B27013","B27013_035","With private health insurance"
"B27013","B27013_036","No private health insurance"
"B27013","B27013_037","65 years and over:"
"B27013","B27013_038","With private health insurance"
"B27013","B27013_039","No private health insurance"
"B27013","B27013_040","Female:"
"B27013","B27013_041","18 to 64 years:"
"B27013","B27013_042","With private health insurance"
"B27013","B27013_043","No private health insurance"
"B27013","B27013_044","65 years and over:"
"B27013","B27013_045","With private health insurance"
"B27013","B27013_046","No private health insurance"
"C27013","C27013_001","Total:"
"C27013","C27013_002","Worked full-time, year-round:"
"C27013","C27013_003","18 to 64 years:"
"C27013","C27013_004","With private health insurance"
"C27013","C27013_005","No private health insurance"
"C27013","C27013_006","65 years and over:"
"C27013","C27013_007","With private health insurance"
"C27013","C27013_008","No private health insurance"
"C27013","C27013_009","Worked less than full-time, year-round:"
"C27013","C27013_010","18 to 64 years:"
"C27013","C27013_011","With private health insurance"
"C27013","C27013_012","No private health insurance"
"C27013","C27013_013","65 years and over:"
"C27013","C27013_014","With private health insurance"
"C27013","C27013_015","No private health insurance"
"C27013","C27013_016","Did not work:"
"C27013","C27013_017","18 to 64 years:"
"C27013","C27013_018","With private health insurance"
"C27013","C27013_019","No private health insurance"
"C27013","C27013_020","65 years and over:"
"C27013","C27013_021","With private health insurance"
"C27013","C27013_022","No private health insurance"
"B27014","B27014_001","Total:"
"B27014","B27014_002","Worked full-time, year-round:"
"B27014","B27014_003","Male:"
"B27014","B27014_004","18 to 64 years:"
"B27014","B27014_005","With public coverage"
"B27014","B27014_006","No public coverage"
"B27014","B27014_007","65 years and over:"
"B27014","B27014_008","With public coverage"
"B27014","B27014_009","No public coverage"
"B27014","B27014_010","Female:"
"B27014","B27014_011","18 to 64 years:"
"B27014","B27014_012","With public coverage"
"B27014","B27014_013","No public coverage"
"B27014","B27014_014","65 years and over:"
"B27014","B27014_015","With public coverage"
"B27014","B27014_016","No public coverage"
"B27014","B27014_017","Worked less than full-time, year-round:"
"B27014","B27014_018","Male:"
"B27014","B27014_019","18 to 64 years:"
"B27014","B27014_020","With public coverage"
"B27014","B27014_021","No public coverage"
"B27014","B27014_022","65 years and over:"
"B27014","B27014_023","With public coverage"
"B27014","B27014_024","No public coverage"
"B27014","B27014_025","Female:"
"B27014","B27014_026","18 to 64 years:"
"B27014","B27014_027","With public coverage"
"B27014","B27014_028","No public coverage"
"B27014","B27014_029","65 years and over:"
"B27014","B27014_030","With public coverage"
"B27014","B27014_031","No public coverage"
"B27014","B27014_032","Did not work:"
"B27014","B27014_033","Male:"
"B27014","B27014_034","18 to 64 years:"
"B27014","B27014_035","With public coverage"
"B27014","B27014_036","No public coverage"
"B27014","B27014_037","65 years and over:"
"B27014","B27014_038","With public coverage"
"B27014","B27014_039","No public coverage"
"B27014","B27014_040","Female:"
"B27014","B27014_041","18 to 64 years:"
"B27014","B27014_042","With public coverage"
"B27014","B27014_043","No public coverage"
"B27014","B27014_044","65 years and over:"
"B27014","B27014_045","With public coverage"
"B27014","B27014_046","No public coverage"
"C27014","C27014_001","Total:"
"C27014","C27014_002","Worked full-time, year-round:"
"C27014","C27014_003","18 to 64 years:"
"C27014","C27014_004","With public coverage"
"C27014","C27014_005","No public coverage"
"C27014","C27014_006","65 years and over:"
"C27014","C27014_007","With public coverage"
"C27014","C27014_008","No public coverage"
"C27014","C27014_009","Worked less than full-time, year-round:"
"C27014","C27014_010","18 to 64 years:"
"C27014","C27014_011","With public coverage"
"C27014","C27014_012","No public coverage"
"C27014","C27014_013","65 years and over:"
"C27014","C27014_014","With public coverage"
"C27014","C27014_015","No public coverage"
"C27014","C27014_016","Did not work:"
"C27014","C27014_017","18 to 64 years:"
"C27014","C27014_018","With public coverage"
"C27014","C27014_019","No public coverage"
"C27014","C27014_020","65 years and over:"
"C27014","C27014_021","With public coverage"
"C27014","C27014_022","No public coverage"
"B27015","B27015_001","Total:"
"B27015","B27015_002","Under $25,000:"
"B27015","B27015_003","With health insurance coverage"
"B27015","B27015_004","With private health insurance"
"B27015","B27015_005","With public coverage"
"B27015","B27015_006","No health insurance coverage"
"B27015","B27015_007","$25,000 to $49,999:"
"B27015","B27015_008","With health insurance coverage"
"B27015","B27015_009","With private health insurance"
"B27015","B27015_010","With public coverage"
"B27015","B27015_011","No health insurance coverage"
"B27015","B27015_012","$50,000 to $74,999:"
"B27015","B27015_013","With health insurance coverage"
"B27015","B27015_014","With private health insurance"
"B27015","B27015_015","With public coverage"
"B27015","B27015_016","No health insurance coverage"
"B27015","B27015_017","$75,000 to $99,999:"
"B27015","B27015_018","With health insurance coverage"
"B27015","B27015_019","With private health insurance"
"B27015","B27015_020","With public coverage"
"B27015","B27015_021","No health insurance coverage"
"B27015","B27015_022","$100,000 or more:"
"B27015","B27015_023","With health insurance coverage"
"B27015","B27015_024","With private health insurance"
"B27015","B27015_025","With public coverage"
"B27015","B27015_026","No health insurance coverage"
"B27016","B27016_001","Total:"
"B27016","B27016_002","Under 0.50 of poverty threshold:"
"B27016","B27016_003","Under 18 years:"
"B27016","B27016_004","With health insurance coverage"
"B27016","B27016_005","With employer-based health insurance"
"B27016","B27016_006","With direct-purchase health insurance"
"B27016","B27016_007","With Medicare coverage"
"B27016","B27016_008","With Medicaid/means-tested public coverage"
"B27016","B27016_009","No health insurance coverage"
"B27016","B27016_010","18 to 64 years:"
"B27016","B27016_011","With health insurance coverage"
"B27016","B27016_012","With employer-based health insurance"
"B27016","B27016_013","With direct-purchase health insurance"
"B27016","B27016_014","With Medicare coverage"
"B27016","B27016_015","With Medicaid/means-tested public coverage"
"B27016","B27016_016","No health insurance coverage"
"B27016","B27016_017","65 years and over:"
"B27016","B27016_018","With health insurance coverage"
"B27016","B27016_019","With employer-based health insurance"
"B27016","B27016_020","With direct-purchase health insurance"
"B27016","B27016_021","With Medicare coverage"
"B27016","B27016_022","With Medicaid/means-tested public coverage"
"B27016","B27016_023","No health insurance coverage"
"B27016","B27016_024","0.50 to .99 of poverty threshold:"
"B27016","B27016_025","Under 18 years:"
"B27016","B27016_026","With health insurance coverage"
"B27016","B27016_027","With employer-based health insurance"
"B27016","B27016_028","With direct-purchase health insurance"
"B27016","B27016_029","With Medicare coverage"
"B27016","B27016_030","With Medicaid/means-tested public coverage"
"B27016","B27016_031","No health insurance coverage"
"B27016","B27016_032","18 to 64 years:"
"B27016","B27016_033","With health insurance coverage"
"B27016","B27016_034","With employer-based health insurance"
"B27016","B27016_035","With direct-purchase health insurance"
"B27016","B27016_036","With Medicare coverage"
"B27016","B27016_037","With Medicaid/means-tested public coverage"
"B27016","B27016_038","No health insurance coverage"
"B27016","B27016_039","65 years and over:"
"B27016","B27016_040","With health insurance coverage"
"B27016","B27016_041","With employer-based health insurance"
"B27016","B27016_042","With direct-purchase health insurance"
"B27016","B27016_043","With Medicare coverage"
"B27016","B27016_044","With Medicaid/means-tested public coverage"
"B27016","B27016_045","No health insurance coverage"
"B27016","B27016_046","1.00 to 1.37 of poverty threshold:"
"B27016","B27016_047","Under 18 years:"
"B27016","B27016_048","With health insurance coverage"
"B27016","B27016_049","With employer-based health insurance"
"B27016","B27016_050","With direct-purchase health insurance"
"B27016","B27016_051","With Medicare coverage"
"B27016","B27016_052","With Medicaid/means-tested public coverage"
"B27016","B27016_053","No health insurance coverage"
"B27016","B27016_054","18 to 64 years:"
"B27016","B27016_055","With health insurance coverage"
"B27016","B27016_056","With employer-based health insurance"
"B27016","B27016_057","With direct-purchase health insurance"
"B27016","B27016_058","With Medicare coverage"
"B27016","B27016_059","With Medicaid/means-tested public coverage"
"B27016","B27016_060","No health insurance coverage"
"B27016","B27016_061","65 years and over:"
"B27016","B27016_062","With health insurance coverage"
"B27016","B27016_063","With employer-based health insurance"
"B27016","B27016_064","With direct-purchase health insurance"
"B27016","B27016_065","With Medicare coverage"
"B27016","B27016_066","With Medicaid/means-tested public coverage"
"B27016","B27016_067","No health insurance coverage"
"B27016","B27016_068","1.38 to 1.49 of poverty threshold:"
"B27016","B27016_069","Under 18 years:"
"B27016","B27016_070","With health insurance coverage"
"B27016","B27016_071","With employer-based health insurance"
"B27016","B27016_072","With direct-purchase health insurance"
"B27016","B27016_073","With Medicare coverage"
"B27016","B27016_074","With Medicaid/means-tested public coverage"
"B27016","B27016_075","No health insurance coverage"
"B27016","B27016_076","18 to 64 years:"
"B27016","B27016_077","With health insurance coverage"
"B27016","B27016_078","With employer-based health insurance"
"B27016","B27016_079","With direct-purchase health insurance"
"B27016","B27016_080","With Medicare coverage"
"B27016","B27016_081","With Medicaid/means-tested public coverage"
"B27016","B27016_082","No health insurance coverage"
"B27016","B27016_083","65 years and over:"
"B27016","B27016_084","With health insurance coverage"
"B27016","B27016_085","With employer-based health insurance"
"B27016","B27016_086","With direct-purchase health insurance"
"B27016","B27016_087","With Medicare coverage"
"B27016","B27016_088","With Medicaid/means-tested public coverage"
"B27016","B27016_089","No health insurance coverage"
"B27016","B27016_090","1.50 to 1.99 of poverty threshold:"
"B27016","B27016_091","Under 18 years:"
"B27016","B27016_092","With health insurance coverage"
"B27016","B27016_093","With employer-based health insurance"
"B27016","B27016_094","With direct-purchase health insurance"
"B27016","B27016_095","With Medicare coverage"
"B27016","B27016_096","With Medicaid/means-tested public coverage"
"B27016","B27016_097","No health insurance coverage"
"B27016","B27016_098","18 to 64 years:"
"B27016","B27016_099","With health insurance coverage"
"B27016","B27016_100","With employer-based health insurance"
"B27016","B27016_101","With direct-purchase health insurance"
"B27016","B27016_102","With Medicare coverage"
"B27016","B27016_103","With Medicaid/means-tested public coverage"
"B27016","B27016_104","No health insurance coverage"
"B27016","B27016_105","65 years and over:"
"B27016","B27016_106","With health insurance coverage"
"B27016","B27016_107","With employer-based health insurance"
"B27016","B27016_108","With direct-purchase health insurance"
"B27016","B27016_109","With Medicare coverage"
"B27016","B27016_110","With Medicaid/means-tested public coverage"
"B27016","B27016_111","No health insurance coverage"
"B27016","B27016_112","2.00 to 2.49 of poverty threshold:"
"B27016","B27016_113","Under 18 years:"
"B27016","B27016_114","With health insurance coverage"
"B27016","B27016_115","With employer-based health insurance"
"B27016","B27016_116","With direct-purchase health insurance"
"B27016","B27016_117","With Medicare coverage"
"B27016","B27016_118","With Medicaid/means-tested public coverage"
"B27016","B27016_119","No health insurance coverage"
"B27016","B27016_120","18 to 64 years:"
"B27016","B27016_121","With health insurance coverage"
"B27016","B27016_122","With employer-based health insurance"
"B27016","B27016_123","With direct-purchase health insurance"
"B27016","B27016_124","With Medicare coverage"
"B27016","B27016_125","With Medicaid/means-tested public coverage"
"B27016","B27016_126","No health insurance coverage"
"B27016","B27016_127","65 years and over:"
"B27016","B27016_128","With health insurance coverage"
"B27016","B27016_129","With employer-based health insurance"
"B27016","B27016_130","With direct-purchase health insurance"
"B27016","B27016_131","With Medicare coverage"
"B27016","B27016_132","With Medicaid/means-tested public coverage"
"B27016","B27016_133","No health insurance coverage"
"B27016","B27016_134","2.50 to 2.99 of poverty threshold:"
"B27016","B27016_135","Under 18 years:"
"B27016","B27016_136","With health insurance coverage"
"B27016","B27016_137","With employer-based health insurance"
"B27016","B27016_138","With direct-purchase health insurance"
"B27016","B27016_139","With Medicare coverage"
"B27016","B27016_140","With Medicaid/means-tested public coverage"
"B27016","B27016_141","No health insurance coverage"
"B27016","B27016_142","18 to 64 years:"
"B27016","B27016_143","With health insurance coverage"
"B27016","B27016_144","With employer-based health insurance"
"B27016","B27016_145","With direct-purchase health insurance"
"B27016","B27016_146","With Medicare coverage"
"B27016","B27016_147","With Medicaid/means-tested public coverage"
"B27016","B27016_148","No health insurance coverage"
"B27016","B27016_149","65 years and over:"
"B27016","B27016_150","With health insurance coverage"
"B27016","B27016_151","With employer-based health insurance"
"B27016","B27016_152","With direct-purchase health insurance"
"B27016","B27016_153","With Medicare coverage"
"B27016","B27016_154","With Medicaid/means-tested public coverage"
"B27016","B27016_155","No health insurance coverage"
"B27016","B27016_156","3.00 to 3.99 of poverty threshold:"
"B27016","B27016_157","Under 18 years:"
"B27016","B27016_158","With health insurance coverage"
"B27016","B27016_159","With employer-based health insurance"
"B27016","B27016_160","With direct-purchase health insurance"
"B27016","B27016_161","With Medicare coverage"
"B27016","B27016_162","With Medicaid/means-tested public coverage"
"B27016","B27016_163","No health insurance coverage"
"B27016","B27016_164","18 to 64 years:"
"B27016","B27016_165","With health insurance coverage"
"B27016","B27016_166","With employer-based health insurance"
"B27016","B27016_167","With direct-purchase health insurance"
"B27016","B27016_168","With Medicare coverage"
"B27016","B27016_169","With Medicaid/means-tested public coverage"
"B27016","B27016_170","No health insurance coverage"
"B27016","B27016_171","65 years and over:"
"B27016","B27016_172","With health insurance coverage"
"B27016","B27016_173","With employer-based health insurance"
"B27016","B27016_174","With direct-purchase health insurance"
"B27016","B27016_175","With Medicare coverage"
"B27016","B27016_176","With Medicaid/means-tested public coverage"
"B27016","B27016_177","No health insurance coverage"
"B27016","B27016_178","4.00 of poverty threshold and over:"
"B27016","B27016_179","Under 18 years:"
"B27016","B27016_180","With health insurance coverage"
"B27016","B27016_181","With employer-based health insurance"
"B27016","B27016_182","With direct-purchase health insurance"
"B27016","B27016_183","With Medicare coverage"
"B27016","B27016_184","With Medicaid/means-tested public coverage"
"B27016","B27016_185","No health insurance coverage"
"B27016","B27016_186","18 to 64 years:"
"B27016","B27016_187","With health insurance coverage"
"B27016","B27016_188","With employer-based health insurance"
"B27016","B27016_189","With direct-purchase health insurance"
"B27016","B27016_190","With Medicare coverage"
"B27016","B27016_191","With Medicaid/means-tested public coverage"
"B27016","B27016_192","No health insurance coverage"
"B27016","B27016_193","65 years and over:"
"B27016","B27016_194","With health insurance coverage"
"B27016","B27016_195","With employer-based health insurance"
"B27016","B27016_196","With direct-purchase health insurance"
"B27016","B27016_197","With Medicare coverage"
"B27016","B27016_198","With Medicaid/means-tested public coverage"
"B27016","B27016_199","No health insurance coverage"
"C27016","C27016_001","Total:"
"C27016","C27016_002","Under 1.38 of poverty threshold:"
"C27016","C27016_003","Under 18 years:"
"C27016","C27016_004","With health insurance coverage"
"C27016","C27016_005","No health insurance coverage"
"C27016","C27016_006","18 to 64 years:"
"C27016","C27016_007","With health insurance coverage"
"C27016","C27016_008","No health insurance coverage"
"C27016","C27016_009","65 years and over:"
"C27016","C27016_010","With health insurance coverage"
"C27016","C27016_011","No health insurance coverage"
"C27016","C27016_012","1.38 to 1.99 of poverty threshold:"
"C27016","C27016_013","Under 18 years:"
"C27016","C27016_014","With health insurance coverage"
"C27016","C27016_015","No health insurance coverage"
"C27016","C27016_016","18 to 64 years:"
"C27016","C27016_017","With health insurance coverage"
"C27016","C27016_018","No health insurance coverage"
"C27016","C27016_019","65 years and over:"
"C27016","C27016_020","With health insurance coverage"
"C27016","C27016_021","No health insurance coverage"
"C27016","C27016_022","2.00 to 3.99 of poverty threshold:"
"C27016","C27016_023","Under 18 years:"
"C27016","C27016_024","With health insurance coverage"
"C27016","C27016_025","No health insurance coverage"
"C27016","C27016_026","18 to 64 years:"
"C27016","C27016_027","With health insurance coverage"
"C27016","C27016_028","No health insurance coverage"
"C27016","C27016_029","65 years and over:"
"C27016","C27016_030","With health insurance coverage"
"C27016","C27016_031","No health insurance coverage"
"C27016","C27016_032","4.00 of poverty threshold and over:"
"C27016","C27016_033","Under 18 years:"
"C27016","C27016_034","With health insurance coverage"
"C27016","C27016_035","No health insurance coverage"
"C27016","C27016_036","18 to 64 years:"
"C27016","C27016_037","With health insurance coverage"
"C27016","C27016_038","No health insurance coverage"
"C27016","C27016_039","65 years and over:"
"C27016","C27016_040","With health insurance coverage"
"C27016","C27016_041","No health insurance coverage"
"B27017","B27017_001","Total:"
"B27017","B27017_002","Under 0.50 of poverty threshold:"
"B27017","B27017_003","Under 18 years:"
"B27017","B27017_004","With private health insurance"
"B27017","B27017_005","No private health insurance"
"B27017","B27017_006","18 to 64 years:"
"B27017","B27017_007","With private health insurance"
"B27017","B27017_008","No private health insurance"
"B27017","B27017_009","65 years and over:"
"B27017","B27017_010","With private health insurance"
"B27017","B27017_011","No private health insurance"
"B27017","B27017_012","0.50 to .99 of poverty threshold:"
"B27017","B27017_013","Under 18 years:"
"B27017","B27017_014","With private health insurance"
"B27017","B27017_015","No private health insurance"
"B27017","B27017_016","18 to 64 years:"
"B27017","B27017_017","With private health insurance"
"B27017","B27017_018","No private health insurance"
"B27017","B27017_019","65 years and over:"
"B27017","B27017_020","With private health insurance"
"B27017","B27017_021","No private health insurance"
"B27017","B27017_022","1.00 to 1.37 of poverty threshold:"
"B27017","B27017_023","Under 18 years:"
"B27017","B27017_024","With private health insurance"
"B27017","B27017_025","No private health insurance"
"B27017","B27017_026","18 to 64 years:"
"B27017","B27017_027","With private health insurance"
"B27017","B27017_028","No private health insurance"
"B27017","B27017_029","65 years and over:"
"B27017","B27017_030","With private health insurance"
"B27017","B27017_031","No private health insurance"
"B27017","B27017_032","1.38 to 1.49 of poverty threshold:"
"B27017","B27017_033","Under 18 years:"
"B27017","B27017_034","With private health insurance"
"B27017","B27017_035","No private health insurance"
"B27017","B27017_036","18 to 64 years:"
"B27017","B27017_037","With private health insurance"
"B27017","B27017_038","No private health insurance"
"B27017","B27017_039","65 years and over:"
"B27017","B27017_040","With private health insurance"
"B27017","B27017_041","No private health insurance"
"B27017","B27017_042","1.50 to 1.99 of poverty threshold:"
"B27017","B27017_043","Under 18 years:"
"B27017","B27017_044","With private health insurance"
"B27017","B27017_045","No private health insurance"
"B27017","B27017_046","18 to 64 years:"
"B27017","B27017_047","With private health insurance"
"B27017","B27017_048","No private health insurance"
"B27017","B27017_049","65 years and over:"
"B27017","B27017_050","With private health insurance"
"B27017","B27017_051","No private health insurance"
"B27017","B27017_052","2.00 to 2.49 of poverty threshold:"
"B27017","B27017_053","Under 18 years:"
"B27017","B27017_054","With private health insurance"
"B27017","B27017_055","No private health insurance"
"B27017","B27017_056","18 to 64 years:"
"B27017","B27017_057","With private health insurance"
"B27017","B27017_058","No private health insurance"
"B27017","B27017_059","65 years and over:"
"B27017","B27017_060","With private health insurance"
"B27017","B27017_061","No private health insurance"
"B27017","B27017_062","2.50 to 2.99 of poverty threshold:"
"B27017","B27017_063","Under 18 years:"
"B27017","B27017_064","With private health insurance"
"B27017","B27017_065","No private health insurance"
"B27017","B27017_066","18 to 64 years:"
"B27017","B27017_067","With private health insurance"
"B27017","B27017_068","No private health insurance"
"B27017","B27017_069","65 years and over:"
"B27017","B27017_070","With private health insurance"
"B27017","B27017_071","No private health insurance"
"B27017","B27017_072","3.00 to 3.99 of poverty threshold:"
"B27017","B27017_073","Under 18 years:"
"B27017","B27017_074","With private health insurance"
"B27017","B27017_075","No private health insurance"
"B27017","B27017_076","18 to 64 years:"
"B27017","B27017_077","With private health insurance"
"B27017","B27017_078","No private health insurance"
"B27017","B27017_079","65 years and over:"
"B27017","B27017_080","With private health insurance"
"B27017","B27017_081","No private health insurance"
"B27017","B27017_082","4.00 of poverty threshold and over:"
"B27017","B27017_083","Under 18 years:"
"B27017","B27017_084","With private health insurance"
"B27017","B27017_085","No private health insurance"
"B27017","B27017_086","18 to 64 years:"
"B27017","B27017_087","With private health insurance"
"B27017","B27017_088","No private health insurance"
"B27017","B27017_089","65 years and over:"
"B27017","B27017_090","With private health insurance"
"B27017","B27017_091","No private health insurance"
"C27017","C27017_001","Total:"
"C27017","C27017_002","Under 1.38 of poverty threshold:"
"C27017","C27017_003","Under 18 years:"
"C27017","C27017_004","With private health insurance"
"C27017","C27017_005","No private health insurance"
"C27017","C27017_006","18 to 64 years:"
"C27017","C27017_007","With private health insurance"
"C27017","C27017_008","No private health insurance"
"C27017","C27017_009","65 years and over:"
"C27017","C27017_010","With private health insurance"
"C27017","C27017_011","No private health insurance"
"C27017","C27017_012","1.38 to 1.99 of poverty threshold:"
"C27017","C27017_013","Under 18 years:"
"C27017","C27017_014","With private health insurance"
"C27017","C27017_015","No private health insurance"
"C27017","C27017_016","18 to 64 years:"
"C27017","C27017_017","With private health insurance"
"C27017","C27017_018","No private health insurance"
"C27017","C27017_019","65 years and over:"
"C27017","C27017_020","With private health insurance"
"C27017","C27017_021","No private health insurance"
"C27017","C27017_022","2.00 to 3.99 of poverty threshold:"
"C27017","C27017_023","Under 18 years:"
"C27017","C27017_024","With private health insurance"
"C27017","C27017_025","No private health insurance"
"C27017","C27017_026","18 to 64 years:"
"C27017","C27017_027","With private health insurance"
"C27017","C27017_028","No private health insurance"
"C27017","C27017_029","65 years and over:"
"C27017","C27017_030","With private health insurance"
"C27017","C27017_031","No private health insurance"
"C27017","C27017_032","4.00 of poverty threshold and over:"
"C27017","C27017_033","Under 18 years:"
"C27017","C27017_034","With private health insurance"
"C27017","C27017_035","No private health insurance"
"C27017","C27017_036","18 to 64 years:"
"C27017","C27017_037","With private health insurance"
"C27017","C27017_038","No private health insurance"
"C27017","C27017_039","65 years and over:"
"C27017","C27017_040","With private health insurance"
"C27017","C27017_041","No private health insurance"
"B27018","B27018_001","Total:"
"B27018","B27018_002","Under 0.50 of poverty threshold:"
"B27018","B27018_003","Under 18 years:"
"B27018","B27018_004","With public coverage"
"B27018","B27018_005","No public coverage"
"B27018","B27018_006","18 to 64 years:"
"B27018","B27018_007","With public coverage"
"B27018","B27018_008","No public coverage"
"B27018","B27018_009","65 years and over:"
"B27018","B27018_010","With public coverage"
"B27018","B27018_011","No public coverage"
"B27018","B27018_012","0.50 to .99 of poverty threshold:"
"B27018","B27018_013","Under 18 years:"
"B27018","B27018_014","With public coverage"
"B27018","B27018_015","No public coverage"
"B27018","B27018_016","18 to 64 years:"
"B27018","B27018_017","With public coverage"
"B27018","B27018_018","No public coverage"
"B27018","B27018_019","65 years and over:"
"B27018","B27018_020","With public coverage"
"B27018","B27018_021","No public coverage"
"B27018","B27018_022","1.00 to 1.37 of poverty threshold:"
"B27018","B27018_023","Under 18 years:"
"B27018","B27018_024","With public coverage"
"B27018","B27018_025","No public coverage"
"B27018","B27018_026","18 to 64 years:"
"B27018","B27018_027","With public coverage"
"B27018","B27018_028","No public coverage"
"B27018","B27018_029","65 years and over:"
"B27018","B27018_030","With public coverage"
"B27018","B27018_031","No public coverage"
"B27018","B27018_032","1.38 to 1.49 of poverty threshold:"
"B27018","B27018_033","Under 18 years:"
"B27018","B27018_034","With public coverage"
"B27018","B27018_035","No public coverage"
"B27018","B27018_036","18 to 64 years:"
"B27018","B27018_037","With public coverage"
"B27018","B27018_038","No public coverage"
"B27018","B27018_039","65 years and over:"
"B27018","B27018_040","With public coverage"
"B27018","B27018_041","No public coverage"
"B27018","B27018_042","1.50 to 1.99 of poverty threshold:"
"B27018","B27018_043","Under 18 years:"
"B27018","B27018_044","With public coverage"
"B27018","B27018_045","No public coverage"
"B27018","B27018_046","18 to 64 years:"
"B27018","B27018_047","With public coverage"
"B27018","B27018_048","No public coverage"
"B27018","B27018_049","65 years and over:"
"B27018","B27018_050","With public coverage"
"B27018","B27018_051","No public coverage"
"B27018","B27018_052","2.00 to 2.49 of poverty threshold:"
"B27018","B27018_053","Under 18 years:"
"B27018","B27018_054","With public coverage"
"B27018","B27018_055","No public coverage"
"B27018","B27018_056","18 to 64 years:"
"B27018","B27018_057","With public coverage"
"B27018","B27018_058","No public coverage"
"B27018","B27018_059","65 years and over:"
"B27018","B27018_060","With public coverage"
"B27018","B27018_061","No public coverage"
"B27018","B27018_062","2.50 to 2.99 of poverty threshold:"
"B27018","B27018_063","Under 18 years:"
"B27018","B27018_064","With public coverage"
"B27018","B27018_065","No public coverage"
"B27018","B27018_066","18 to 64 years:"
"B27018","B27018_067","With public coverage"
"B27018","B27018_068","No public coverage"
"B27018","B27018_069","65 years and over:"
"B27018","B27018_070","With public coverage"
"B27018","B27018_071","No public coverage"
"B27018","B27018_072","3.00 to 3.99 of poverty threshold:"
"B27018","B27018_073","Under 18 years:"
"B27018","B27018_074","With public coverage"
"B27018","B27018_075","No public coverage"
"B27018","B27018_076","18 to 64 years:"
"B27018","B27018_077","With public coverage"
"B27018","B27018_078","No public coverage"
"B27018","B27018_079","65 years and over:"
"B27018","B27018_080","With public coverage"
"B27018","B27018_081","No public coverage"
"B27018","B27018_082","4.00 of poverty threshold and over:"
"B27018","B27018_083","Under 18 years:"
"B27018","B27018_084","With public coverage"
"B27018","B27018_085","No public coverage"
"B27018","B27018_086","18 to 64 years:"
"B27018","B27018_087","With public coverage"
"B27018","B27018_088","No public coverage"
"B27018","B27018_089","65 years and over:"
"B27018","B27018_090","With public coverage"
"B27018","B27018_091","No public coverage"
"C27018","C27018_001","Total:"
"C27018","C27018_002","Under 1.38 of poverty threshold:"
"C27018","C27018_003","Under 18 years:"
"C27018","C27018_004","With public coverage"
"C27018","C27018_005","No public coverage"
"C27018","C27018_006","18 to 64 years:"
"C27018","C27018_007","With public coverage"
"C27018","C27018_008","No public coverage"
"C27018","C27018_009","65 years and over:"
"C27018","C27018_010","With public coverage"
"C27018","C27018_011","No public coverage"
"C27018","C27018_012","1.38 to 1.99 of poverty threshold:"
"C27018","C27018_013","Under 18 years:"
"C27018","C27018_014","With public coverage"
"C27018","C27018_015","No public coverage"
"C27018","C27018_016","18 to 64 years:"
"C27018","C27018_017","With public coverage"
"C27018","C27018_018","No public coverage"
"C27018","C27018_019","65 years and over:"
"C27018","C27018_020","With public coverage"
"C27018","C27018_021","No public coverage"
"C27018","C27018_022","2.00 to 3.99 of poverty threshold:"
"C27018","C27018_023","Under 18 years:"
"C27018","C27018_024","With public coverage"
"C27018","C27018_025","No public coverage"
"C27018","C27018_026","18 to 64 years:"
"C27018","C27018_027","With public coverage"
"C27018","C27018_028","No public coverage"
"C27018","C27018_029","65 years and over:"
"C27018","C27018_030","With public coverage"
"C27018","C27018_031","No public coverage"
"C27018","C27018_032","4.00 of poverty threshold and over:"
"C27018","C27018_033","Under 18 years:"
"C27018","C27018_034","With public coverage"
"C27018","C27018_035","No public coverage"
"C27018","C27018_036","18 to 64 years:"
"C27018","C27018_037","With public coverage"
"C27018","C27018_038","No public coverage"
"C27018","C27018_039","65 years and over:"
"C27018","C27018_040","With public coverage"
"C27018","C27018_041","No public coverage"
"B27019","B27019_001","Total:"
"B27019","B27019_002","25 to 64 years:"
"B27019","B27019_003","Less than high school graduate:"
"B27019","B27019_004","With health insurance coverage"
"B27019","B27019_005","With private health insurance"
"B27019","B27019_006","With public coverage"
"B27019","B27019_007","No health insurance coverage"
"B27019","B27019_008","High school graduate (includes equivalency):"
"B27019","B27019_009","With health insurance coverage"
"B27019","B27019_010","With private health insurance"
"B27019","B27019_011","With public coverage"
"B27019","B27019_012","No health insurance coverage"
"B27019","B27019_013","Some college or associate's degree:"
"B27019","B27019_014","With health insurance coverage"
"B27019","B27019_015","With private health insurance"
"B27019","B27019_016","With public coverage"
"B27019","B27019_017","No health insurance coverage"
"B27019","B27019_018","Bachelor's degree or higher:"
"B27019","B27019_019","With health insurance coverage"
"B27019","B27019_020","With private health insurance"
"B27019","B27019_021","With public coverage"
"B27019","B27019_022","No health insurance coverage"
"B27019","B27019_023","65 years and over:"
